motion_idx,motion_name,motion_file,completion_rate,episode_length,motion_length,avg_joint_error,avg_pose_error,max_roll,max_pitch,termination_reason,difficulty_score,joint_score,pose_score,stability_score
58,0807_yanjie_walk_047.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_047.pkl,1.0,3250.0,11.262823104858398,0.27350306510925293,43.14512252807617,3.1415798664093018,1.563351035118103,unknown,4881.007926434946,27.350306510925293,4314.512252807617,539.1453671164036
59,0807_yanjie_walk_024.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_024.pkl,1.0,3250.0,8.76730728149414,0.31749752163887024,2.5815207958221436,3.1389429569244385,1.5677863359451294,unknown,829.2532793301427,31.749752163887024,258.15207958221436,539.3514475840414
60,0807_yanjie_walk_040.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_040.pkl,1.0,3250.0,9.605550765991211,0.22457267343997955,1.6849098205566406,2.9871742725372314,1.5659873485565186,unknown,712.702138058894,22.457267343997955,168.49098205566406,521.753888659232
61,0807_yanjie_walk_039.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_039.pkl,1.0,3250.0,8.935565948486328,0.2665289044380188,1.8420621156692505,3.1196506023406982,1.5682591199874878,unknown,748.0539856662284,26.65289044380188,184.20621156692505,537.1948836555015
62,0807_yanjie_walk_002.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_002.pkl,1.0,3250.0,13.323007583618164,0.24333153665065765,2.9860734939575195,3.124178647994995,1.5683549642562866,unknown,860.665245471372,24.333153665065765,298.60734939575195,537.7247424105543
63,0811_static_009.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0811_static_009.pkl,1.0,3250.0,17.699838638305664,0.2503725290298462,1.466036081314087,3.125932455062866,1.567826271057129,unknown,709.5059911531481,25.03725290298462,146.6036081314087,537.8651301187548
64,0807_yanjie_walk_013.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_013.pkl,1.0,3250.0,10.812204360961914,0.26621338725090027,3.186830759048462,3.141369342803955,1.569704532623291,unknown,885.1537147025797,26.621338725090027,318.6830759048462,539.8493000726435
65,0807_yanjie_walk_037.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_037.pkl,1.0,3250.0,5.9644317626953125,0.5241948366165161,9.002181053161621,1.9198336601257324,1.4082199335098267,unknown,1334.0044387951423,52.41948366165161,900.2181053161621,381.36684981732856
66,0807_yanjie_walk_022.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_022.pkl,1.0,3250.0,9.742290496826172,0.2455759048461914,10.803257942199707,3.1406259536743164,1.5683549642562866,unknown,1644.4928495147174,24.55759048461914,1080.3257942199707,539.6094648101276
67,0807_yanjie_walk_010.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_010.pkl,1.0,3250.0,5.656383514404297,0.35445770621299744,71.03597259521484,3.1404612064361572,1.5674488544464111,unknown,7678.529783774284,35.445770621299744,7103.597259521484,539.4867536314993
68,0811_static_020.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0811_static_020.pkl,1.0,3250.0,27.477336883544922,0.22719380259513855,1.6781519651412964,3.136943817138672,1.5636200904846191,unknown,729.179523250317,22.719380259513855,167.81519651412964,538.6449464766735
69,0811_static_018.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0811_static_018.pkl,1.0,3250.0,20.270729064941406,0.24822035431861877,1.8565127849578857,1.5018982887268066,1.5479716062545776,unknown,559.9626600205323,24.822035431861877,185.65127849578857,349.4893460928819
70,0811_static_015.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0811_static_015.pkl,1.0,3250.0,11.64753532409668,0.26199495792388916,1.7578541040420532,3.1048216819763184,1.5650602579116821,unknown,737.1139581564903,26.199495792388916,175.78541040420532,535.1290519598961
71,0807_yanjie_walk_048.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_048.pkl,1.0,3250.0,12.283143997192383,0.24960213899612427,3.534379720687866,3.1389524936676025,1.559592366218567,unknown,916.8117666171275,24.960213899612427,353.4379720687866,538.4135806487285
72,0807_yanjie_walk_045.pkl,/home/huanghao/source/datasets/gmr_retarget_x/v1_v2_v3_g1_numpy123/0807_yanjie_walk_045.pkl,1.0,3250.0,11.438705444335938,0.454291969537735,20.28874397277832,3.1300160884857178,1.5695044994354248,unknown,2612.828985077047,45.4291969537735,2028.874397277832,538.5253908454415
